entity_norm,label,category,count
martin jol dutch,PERSON,sport,1
martin larsson,PERSON,tech,1
martin luther king,PERSON,entertainment,1
martin luther king saw,PERSON,entertainment,1
martin lynch,PERSON,entertainment,1
martin mcdonagh alan bennetts,PERSON,entertainment,1
martin mubanga,PERSON,politics,2
martin oneill,PERSON,sport,1
martin oneill chairs commons trade committee,PERSON,politics,1
martin owen,PERSON,entertainment,2
martin palermo,PERSON,sport,1
martin palmer pacquette chorley johnson,ORG,sport,1
martin pyykkonen whole ebay,PERSON,business,1
martin scorsese,PERSON,entertainment,14
martin scorsese,PERSON,sport,2
martin sorrell,PERSON,business,1
martinez,PERSON,sport,3
martinez argentina,PERSON,entertainment,1
martinez davenport,ORG,sport,2
marty holah,PERSON,sport,1
martyn williams,PERSON,sport,8
martyn williams ceri,PERSON,sport,1
marvin davis,PERSON,business,1
marvin hier,PERSON,politics,1
mary blige,PERSON,entertainment,1
mary madden,PERSON,entertainment,2
mary magdalene,PERSON,entertainment,1
mary omalley founder,PERSON,entertainment,1
mary pierce,ORG,sport,1
mary poppins,PERSON,entertainment,4
mary robinson,PERSON,politics,1
mary schroeder,PERSON,entertainment,1
maryland,GPE,politics,1
masahiro,PERSON,entertainment,1
masai masais fellow kenyan alice timbilil,PERSON,sport,1
maserati,ORG,sport,1
maserati,PERSON,sport,1
maserati alfa romeo,PERSON,sport,1
masi nitoglia,ORG,sport,2
maso,ORG,sport,1
maso griffen,PERSON,sport,3
maso young,PERSON,sport,1
massachusetts,GPE,politics,1
massachusetts institute technology,ORG,business,2
massachusetts institute technology mit,ORG,business,3
massachussetts institute technology spent,ORG,business,1
massoud shadjareh,PERSON,politics,1
massu andy roddick,PERSON,sport,1
massu chile vincent,PERSON,sport,1
masudi,PERSON,sport,1
match dementieva,PERSON,sport,1
match disc problem,PERSON,sport,1
match grand slam,ORG,sport,1
match ireland,GPE,sport,1
match ivanovic,PERSON,sport,1
match johansson,PERSON,sport,1
match scotland,PERSON,sport,1
match twickenham,PERSON,sport,4
mathew,ORG,sport,1
mathew tait,PERSON,sport,8
mathew tait england,ORG,sport,1
mathieu kerekou,PERSON,business,1
matron itv,PERSON,entertainment,1
matshushita electric,ORG,business,1
matsushita samsung,PERSON,tech,4
matsuura,ORG,tech,2
matt,PERSON,sport,2
matt bellamy,PERSON,entertainment,1
matt carter,PERSON,politics,1
matt dawson,PERSON,sport,8
matt giteau,PERSON,sport,1
matt groening,PERSON,entertainment,1
matt holland,PERSON,sport,1
matt jay james bourne,PERSON,entertainment,2
matt leblanc,PERSON,entertainment,2
matt lucas,PERSON,tech,4
matt lucas david,PERSON,entertainment,4
matt oakley,PERSON,sport,1
matt small,PERSON,sport,1
matt stevens,PERSON,sport,6
matt williams,PERSON,business,2
matt williams,PERSON,sport,12
matt willis,PERSON,entertainment,1
matter weeks,DATE,politics,1
matthew bellamy,PERSON,entertainment,1
matthew bourne,PERSON,entertainment,2
matthew harding,PERSON,sport,1
matthew herren,PERSON,tech,3
matthew perry,PERSON,entertainment,2
matthew tait jamie noon,PERSON,sport,1
matthew taylor,PERSON,politics,12
matthew taylor,PERSON,sport,3
matthew turnbull,PERSON,sport,2
matthew turnbull mark carroll,PERSON,sport,1
matthew upson,PERSON,sport,1
matthew vaughn,PERSON,entertainment,1
matthew warchus,PERSON,entertainment,1
maul ogara penalty,PERSON,sport,2
maurice lindsay,PERSON,sport,1
mauro bergamasco,PERSON,sport,2
maury harris,PERSON,business,1
mawrey,ORG,politics,1
mawson,PERSON,sport,1
max,PERSON,business,1
max,PERSON,entertainment,3
max,PERSON,sport,1
max,PERSON,tech,2
max jones,PERSON,sport,1
max lawson,PERSON,business,1
max mirnyi,PERSON,sport,2
max von,PERSON,entertainment,1
maximise brown,PERSON,politics,1
maximov,ORG,business,1
may april march current month february first,DATE,entertainment,1
may last month,DATE,business,1
may last year,DATE,business,1
may next months,DATE,politics,2
may year,DATE,business,2
may year,DATE,sport,1
mbes beating prerace favourites usa,PERSON,sport,1
mcbryde llanelli yapp cardiff,PERSON,sport,1
mcbs public affairs committee,ORG,politics,1
mccarthy,PERSON,business,1
mccarthy,PERSON,sport,1
mccaughrean went,ORG,entertainment,2
mcconnell,PERSON,politics,3
mcconnell margaret davidson,PERSON,politics,1
mccririck big brother,PERSON,entertainment,1
mccririck slashing,PERSON,entertainment,1
mcdonald actor,ORG,entertainment,2
mcdonalds,ORG,entertainment,1
mcdonalds boss bell,ORG,business,1
mcewan margaret,PERSON,entertainment,1
mcfadden damien,PERSON,entertainment,1
mcgeady,PERSON,sport,3
mcgeady jackie mcnamara,PERSON,sport,1
mcguire anderson diamond,PERSON,sport,1
mci,ORG,business,43
mci att,ORG,business,1
mci deutsche,ORG,tech,1
mci inc,ORG,business,1
mci risen,ORG,business,1
mci uss secondbiggest,ORG,business,1
mcilroy,GPE,sport,1
mcis board,ORG,business,1
mcnamara balde varga,ORG,sport,1
mcpake mckenzie,PERSON,sport,1
mda case,PERSON,tech,2
mdas,ORG,business,4
mdas,ORG,tech,4
means minute day,DATE,tech,2
medicaid,ORG,business,1
meet league,ORG,sport,1
meeting club madrid,ORG,politics,1
meeting metropolitan police authority,ORG,politics,1
mef,ORG,tech,2
megawati sukarnoputri,PERSON,business,1
meghan prophet aguilera,PERSON,entertainment,1
meghann shaughnessy,ORG,sport,1
mehrtens gregan aus capt,ORG,sport,1
meighan new,PERSON,entertainment,1
mel,PERSON,entertainment,3
mel brooks,PERSON,entertainment,2
mel gibson,PERSON,entertainment,2
mel gibsons biblical,ORG,entertainment,1
melanie purkiss,PERSON,sport,1
melbourne jennifer capriati,PERSON,sport,1
melissa morrison,PERSON,sport,1
mellon financial tuesday,ORG,business,1
melzer,ORG,sport,2
melzer frenchman,ORG,sport,1
mengniu dairy,PERSON,business,1
mens brett,PERSON,sport,1
menzies campbell,PERSON,politics,5
mep nigel farage party,PERSON,politics,1
meps group,ORG,politics,1
mercedesbenz michael rabb analyst bank sal oppenheim,PERSON,business,1
meredith hellicar,PERSON,business,1
merit star,ORG,entertainment,1
merle kilgore,PERSON,entertainment,1
merrill lynch,ORG,business,6
mervyn king,PERSON,business,5
meseret,PERSON,sport,1
meseret defar,PERSON,sport,1
messageboard townsden,PERSON,business,1
messagelabs months,DATE,tech,2
messages per month,DATE,tech,2
messenger msn messenger attacker,PERSON,tech,3
meta group,ORG,business,2
metadata,PERSON,tech,2
meti,GPE,business,1
metres runner,PERSON,sport,1
mexico,GPE,entertainment,6
mexico,GPE,politics,3
mexico,GPE,sport,2
mexico saudi arabia,GPE,business,1
mexico venezuela,GPE,business,1
mgm,GPE,entertainment,1
mgm studios,ORG,entertainment,3
miami,GPE,entertainment,3
miami,GPE,sport,1
miami beach,GPE,entertainment,3
micha barton,PERSON,entertainment,1
michael,PERSON,business,1
michael,PERSON,entertainment,8
michael,PERSON,politics,7
michael,PERSON,sport,4
michael accessible possible,PERSON,politics,1
michael ancram,PERSON,politics,11
michael berlin,PERSON,entertainment,1
michael bjorn,PERSON,tech,3
michael blythe,PERSON,business,1
michael buerks return,PERSON,sport,1
michael capellas,PERSON,business,1
michael category players,PERSON,sport,1
michael cherkasky,PERSON,business,3
michael chicoine pleaded,PERSON,entertainment,6
michael cockerell,PERSON,politics,1
michael collins,PERSON,entertainment,1
michael coogan,PERSON,business,1
michael deppler,PERSON,business,1
michael diamond,PERSON,entertainment,1
michael douglas,PERSON,entertainment,3
michael douglas bruce willis,PERSON,entertainment,1
michael east,PERSON,sport,2
michael eavis,PERSON,sport,1
michael fallon,PERSON,business,1
michael ferguson,PERSON,politics,2
michael film,PERSON,entertainment,1
michael gambon,PERSON,entertainment,1
michael hannigan,PERSON,business,1
michael heilmann,PERSON,entertainment,2
michael heseltine,PERSON,business,1
michael heseltine mount,PERSON,politics,1
michael howard,PERSON,business,6
michael howard,PERSON,politics,92
michael howard,PERSON,sport,2
michael howard charles kennedy,PERSON,politics,1
michael howard fagin,PERSON,politics,2
michael howard jewish fagin,PERSON,politics,1
michael howard kennedy,PERSON,politics,2
michael howard nasty,PERSON,politics,1
michael howard party,PERSON,politics,2
michael howard speech,PERSON,politics,1
michael howards,PERSON,politics,8
michael jack,PERSON,politics,1
michael jackson,PERSON,entertainment,5
michael jackson,PERSON,sport,2
michael johnson,PERSON,sport,3
michael keaton,PERSON,entertainment,2
michael lamberty lufthansa spokesman,PERSON,politics,1
michael london,PERSON,entertainment,1
michael maloney,PERSON,entertainment,1
michael mann,PERSON,entertainment,4
michael martin,PERSON,politics,2
michael martins,PERSON,politics,1
michael mates,PERSON,politics,3
michael mijatov international,PERSON,business,1
michael moore,PERSON,entertainment,2
michael moores,PERSON,entertainment,1
michael moores fahrenheit motorcycle,PERSON,entertainment,1
michael moran,PERSON,business,2
michael myers,PERSON,entertainment,1
michael owen,PERSON,sport,11
michael owen buildup,PERSON,sport,1
michael owens,PERSON,sport,1
michael pachter,PERSON,business,1
michael pointon,PERSON,entertainment,1
michael portillo,PERSON,politics,2
michael raftery project,PERSON,politics,2
michael romania,PERSON,politics,1
michael scottjoynt,PERSON,politics,1
michael sears,PERSON,business,1
michael simpson,PERSON,sport,1
michael stephenson,PERSON,business,1
michael stephenson,PERSON,sport,1
michael symmons roberts,PERSON,entertainment,2
michael tonge harley,PERSON,sport,1
michael weiss,PERSON,entertainment,3
michael wilson,PERSON,entertainment,1
michaella krajicek,PERSON,sport,1
michalak grandclaude,PERSON,sport,1
michalak grandclaude thomas,PERSON,sport,1
michalak spent,PERSON,sport,1
michalis dimitrakopoulos kenteris,PERSON,sport,1
michelangelo,PERSON,tech,1
michelle verroken verroken,PERSON,sport,1
michigan,GPE,business,1
michigan,GPE,tech,2
mickey mouse,PERSON,business,1
microsoft,ORG,business,36
microsoft,ORG,entertainment,12
microsoft,ORG,politics,3
microsoft,ORG,tech,148
microsoft company,ORG,business,1
microsoft debuts,ORG,tech,2
microsoft delivered development,ORG,tech,1
microsoft hewlett packard,ORG,business,3
microsoft home entertainment division,ORG,business,2
microsoft mobile,ORG,tech,4
microsoft scheme,PERSON,business,1
microsoft sony,ORG,entertainment,3
microsoft windows,ORG,tech,2
microsoft yahoo,PERSON,tech,3
microsofts msn,PERSON,tech,1
microtv max,PERSON,entertainment,1
mid third,DATE,business,1
middle century,DATE,business,2
middle month,DATE,business,1
middle warner inc likely,ORG,business,1
middle year past months,DATE,business,1
midfield,GPE,sport,2
midfielder guti,PERSON,sport,1
midfielder plays,PERSON,sport,1
midfielder williams,PERSON,sport,1
midnight january,DATE,business,1
midnight monday,DATE,sport,1
midweek,DATE,sport,1
miguel collins,PERSON,entertainment,1
mihir desai,PERSON,entertainment,1
mihkail khodorkovsky,PERSON,business,1
mike,PERSON,business,1
mike,PERSON,entertainment,5
mike,PERSON,politics,1
mike,PERSON,sport,17
mike,PERSON,tech,2
mike berger,PERSON,sport,1
mike blair edinburgh,PERSON,sport,1
mike bob bryan,PERSON,sport,2
mike bryan,PERSON,sport,1
mike catt,PERSON,sport,1
mike caudwell,PERSON,tech,3
mike coleman,PERSON,tech,2
mike doyle,PERSON,sport,1
mike eccleshall,PERSON,entertainment,1
mike ford,PERSON,sport,1
mike german,PERSON,business,1
mike goodridge,PERSON,entertainment,1
mike harrison,PERSON,sport,1
mike lake,PERSON,business,2
mike lake yukos,PERSON,business,1
mike leigh,PERSON,entertainment,5
mike leigh best,PERSON,entertainment,1
mike leigh compete,PERSON,entertainment,1
mike leigh film,PERSON,entertainment,1
mike leigh going,PERSON,entertainment,1
mike leigh imelda staunton,PERSON,entertainment,2
mike leigh win,PERSON,entertainment,1
mike leighs,PERSON,entertainment,7
mike mcguire,PERSON,business,3
mike mills,PERSON,entertainment,1
mike mills taken hospital,PERSON,entertainment,1
mike nattrass,ORG,politics,1
mike newton,PERSON,business,2
mike nichols closer,PERSON,entertainment,1
mike obrien,PERSON,business,1
mike passionate beliefs,PERSON,politics,1
mike powell,PERSON,business,1
mike prettejohn,PERSON,business,2
mike prettejohn netcraft,ORG,politics,1
mike riley deemed collision accidental ferguson,PERSON,sport,1
mike ruddock,PERSON,sport,5
mike ruddocks,PERSON,sport,1
mike short,PERSON,business,2
mike short,PERSON,tech,2
mike skinner,PERSON,entertainment,3
mike skinner andrew baddeleys,PERSON,sport,1
mike specialist,ORG,sport,1
mike tindall,PERSON,sport,1
mike tindall seek,PERSON,sport,1
mike tomlinson,PERSON,politics,1
mike tomlinson briefed,PERSON,politics,1
mike trainor,PERSON,tech,1
mike watts,PERSON,business,1
mikhail gorbachev,PERSON,entertainment,1
mikhail khodorkovsky,PERSON,business,10
mikhail khodorkovsky countrys,PERSON,business,1
mikhail khodorkovsky khodorkovsky,PERSON,business,6
mikhail khodorkovsky yuganskneftegas,PERSON,business,1
mikhail khordokovsky khodorkovsky,PERSON,business,1
mikhail saakashvili,PERSON,politics,1
mikhail youzhny,PERSON,sport,2
mikoliunas,ORG,sport,1
mikoliunas mikoliunas,PERSON,sport,1
mikoliunas scottish,PERSON,sport,1
mikoliunas thrown,PERSON,sport,1
milan,GPE,entertainment,1
milan,GPE,sport,7
milan,PERSON,sport,1
milan champions league first,ORG,sport,1
milan mandaric,PERSON,sport,1
milan stock exchange,ORG,business,1
milanesi people,PERSON,business,2
milanesi people,PERSON,entertainment,1
milburn,PERSON,politics,1
milburn labour,PERSON,politics,1
milburn none command,PERSON,politics,1
miles davis,PERSON,entertainment,1
millar pattison cunningham maxwell bell,PERSON,sport,1
millennium,DATE,business,1
millennium,DATE,entertainment,3
millennium,DATE,politics,1
millennium,DATE,sport,8
miller,ORG,business,3
miller,ORG,sport,12
miller,PERSON,business,1
miller,PERSON,entertainment,1
miller,PERSON,sport,1
million dollar,MONEY,entertainment,23
million dollar,MONEY,sport,4
million euros million,MONEY,business,6
million vehicles million,MONEY,sport,1
million year ago,DATE,business,4
million year ending june,DATE,tech,1
million years,DATE,entertainment,1
million years,DATE,sport,1
millions dollars,MONEY,business,1
millions dollars,MONEY,entertainment,1
millions dollars,MONEY,tech,4
milton,PERSON,sport,1
mim,PERSON,business,1
minidisc,ORG,tech,1
minimanifesto kennedy,PERSON,politics,1
minimixa mobile,ORG,entertainment,1
ministry commerce chinas,ORG,business,1
ministry commerce chinas exports,ORG,business,1
minivan,PERSON,sport,1
minneapolis,GPE,business,1
minneapolis,GPE,entertainment,1
minnesota,GPE,tech,1
minutes end year,DATE,tech,2
minutes opening friday,DATE,business,1
minutes per month,DATE,tech,4
mira nair,PERSON,entertainment,1
mirco bergamasco stade francais,PERSON,sport,1
mirza,PERSON,sport,3
mirza beat,PERSON,sport,1
mirza played,PERSON,sport,1
mirza sail,PERSON,sport,1
mirza shocks,PERSON,sport,1
mirza williams mirza,PERSON,sport,1
miss kidman,PERSON,entertainment,1
mississippi masala,PERSON,entertainment,1
mississippi obscurity,ORG,business,1
mitchell,PERSON,entertainment,1
mitsubishi,ORG,business,7
mitsubishi,ORG,tech,1
mitsubishi group,ORG,business,1
mitsubishi motors,ORG,business,8
mitsubishi tokyo financial group,ORG,business,1
mitsubishi tokyo sumitomo,ORG,business,1
mitsui financial smfg daiwa securities,ORG,business,1
mmc capital private equity,ORG,business,1
mms mobile,ORG,business,3
moazzam begg,PERSON,politics,1
mobile mobile,PERSON,entertainment,1
model years,DATE,sport,1
modem installed computer,ORG,tech,2
modem kick,PERSON,tech,1
modern day,DATE,entertainment,1
moggi son juve,ORG,sport,1
mogul wilson,PERSON,entertainment,1
mohammad ali,PERSON,entertainment,1
mohammad khatami,PERSON,business,1
mohammed khatami,PERSON,politics,2
mohammed mustafa,PERSON,business,1
mohdsaaid,ORG,business,2
mohdsaaid,PERSON,business,1
moment andrew,PERSON,sport,1
moment berti,PERSON,sport,1
monaco,ORG,sport,2
monday,DATE,business,52
monday,DATE,entertainment,28
monday,DATE,politics,58
monday,DATE,sport,29
monday,DATE,tech,2
monday cent,MONEY,entertainment,1
monday december,DATE,entertainment,1
monday six weeks,DATE,sport,1
monday tuesday,DATE,business,1
monday tuesdays,DATE,entertainment,1
mondays,DATE,business,1
mondays,DATE,entertainment,3
monica chadha,PERSON,business,1
monica seles,PERSON,sport,2
monterrey mexican,ORG,entertainment,3
montgomery jagielka thirlwell,PERSON,sport,1
montgomery paulse joubert,PERSON,sport,1
month,DATE,business,20
month,DATE,entertainment,4
month,DATE,politics,2
month,DATE,sport,2
month,DATE,tech,3
month ago,DATE,entertainment,1
month december,DATE,business,1
month december making years,DATE,business,1
month earlier,DATE,business,1
month fall,DATE,tech,1
month month,DATE,business,2
month old,DATE,politics,1
month year,DATE,business,1
monthlong diet,PERSON,entertainment,1
monthly,DATE,business,28
monthly,DATE,entertainment,4
monthly,DATE,politics,14
monthly,DATE,sport,1
monthly,DATE,tech,14
monthonmonth january,DATE,business,1
months,DATE,business,20
months,DATE,entertainment,7
months,DATE,politics,8
months,DATE,sport,6
months,DATE,tech,19
months ago,DATE,business,2
months ago,DATE,sport,1
months december,DATE,business,1
months june,DATE,sport,2
months later,DATE,sport,2
months september previous year,DATE,business,1
months two years,DATE,business,1
monthtomonth,DATE,business,2
moody joins england lewis moody flown dublin join englands camp ahead,ORG,sport,1
