entity,label,category
year,DATE,business
july,DATE,business
sec,ORG,business
middle year past months,DATE,business
washington,GPE,business
sec,ORG,business
wednesday,DATE,business
sec,ORG,business
today,DATE,business
america,GPE,business
sec,ORG,business
donald nicolaisen,PERSON,business
southcorp,ORG,business
southcorp,ORG,business
four days,DATE,business
southcorp january,PERSON,business
annual,DATE,business
southcorp,ORG,business
southcorp,ORG,business
brian finn southcorp,PERSON,business
wolf,PERSON,business
southcorp oatley,PERSON,business
fiat buyout general motors,ORG,business
fiat euros,ORG,business
fiat,ORG,business
fiat,ORG,business
milan stock exchange,ORG,business
fiat,ORG,business
days,DATE,business
fiat,ORG,business
rick wagoner,PERSON,business
fiat,ORG,business
gianni agnelli,PERSON,business
fiat,ORG,business
january july,DATE,business
saab,ORG,business
fiat,ORG,business
gms,ORG,business
mci,ORG,business
mci risen,ORG,business
wall street journal,ORG,business
thursday,DATE,business
mci,ORG,business
mci,ORG,business
mci,ORG,business
mci,ORG,business
early next week,DATE,business
mci,ORG,business
past months,DATE,business
mci,ORG,business
october last week,DATE,business
mci att,ORG,business
mci,ORG,business
mci,ORG,business
mci,ORG,business
april last year,DATE,business
today,DATE,business
june,DATE,business
later tuesday,DATE,business
ken kim,PERSON,business
mccarthy,PERSON,business
kim,PERSON,business
fed,ORG,business
year,DATE,business
fed,ORG,business
june august september november,DATE,business
annual,DATE,business
three months,DATE,business
september,DATE,business
fed,ORG,business
earlier month,DATE,business
fed,ORG,business
david berson,PERSON,business
fannie mae,ORG,business
fed,ORG,business
fed,ORG,business
peugeot,ORG,business
mitsubishi,ORG,business
mitsubishi motors,ORG,business
peugeot,ORG,business
mitsubishi,ORG,business
japan,GPE,business
mitsubishi motors,ORG,business
january,DATE,business
mitsubishi motors,ORG,business
nine months,DATE,business
year march,DATE,business
past year,DATE,business
last month,DATE,business
mitsubishi group,ORG,business
mitsubishi motors,ORG,business
april,DATE,business
takashi,PERSON,business
last month,DATE,business
mitsubishi motors,ORG,business
last month,DATE,business
nissan motor,ORG,business
japan,GPE,business
nissan,ORG,business
fall last quarter,DATE,business
period fourth quarter,DATE,business
quarter year earlier,DATE,business
annual,DATE,business
rick wagoner,PERSON,business
fiat,ORG,business
herbert demel,PERSON,business
many years,DATE,business
last year,DATE,business
last six years,DATE,business
ferrari,ORG,business
fiat,ORG,business
last year,DATE,business
fiat,ORG,business
last year,DATE,business
fiat,ORG,business
week,DATE,business
november,DATE,business
fiat,ORG,business
last year,DATE,business
umberto agnelli,PERSON,business
earlier week,DATE,business
fiat,ORG,business
fiat,ORG,business
quiksilver moves rossignol,ORG,sport
past couple years,DATE,sport
years,DATE,business
susilo bambang,PERSON,business
indonesia,GPE,business
late december,DATE,business
indonesia,GPE,business
october,DATE,business
january march quarter year,DATE,business
sri mulyani,PERSON,business
indrawati,ORG,business
national development planning,ORG,business
jakarta rachel harvey,PERSON,business
megawati sukarnoputri,PERSON,business
hyundai,ORG,business
india,GPE,business
koreas hyundai motor,ORG,business
india,GPE,business
hyundai,ORG,business
india,GPE,business
india,GPE,business
every year,DATE,business
chung mongkoo,PERSON,business
india,GPE,business
japan,GPE,business
july,DATE,business
morgan stanley,ORG,business
naoki kamiyama,PERSON,business
earlier month,DATE,business
quarterly,DATE,business
japan,GPE,business
recent months,DATE,business
japan,GPE,business
gorur gopinath,PERSON,business
airbus,ORG,business
richard branson,PERSON,business
zheng junhuai,PERSON,business
xinhua news agency,ORG,business
tuesday,DATE,business
monday,DATE,business
mengniu dairy,PERSON,business
almost past five years,DATE,business
chen huiqin,PERSON,business
fall full year,DATE,business
tax year march,DATE,business
previous year,DATE,business
november december,DATE,business
brett,ORG,business
godfrey,ORG,business
blue,ORG,business
richard branson,PERSON,business
full year,DATE,business
fall first quarter,DATE,business
august,DATE,business
november first half,DATE,business
four years ago,DATE,business
wednesday,DATE,business
patrick corporation,PERSON,business
virgin blue,PERSON,business
justice department,ORG,politics
earlier month,DATE,politics
bill clinton,PERSON,politics
anthony sebok,PERSON,politics
liggett,PERSON,politics
plaza hotel new york,ORG,politics
december,DATE,politics
decades,DATE,politics
recent years,DATE,politics
philip morris,ORG,politics
william ohlemeyer,PERSON,politics
bbc,ORG,politics
last year earlier,DATE,politics
yukos unit buyer,ORG,business
yugansk,GPE,business
russia,GPE,business
yukos yukos,PERSON,business
yugansk,ORG,business
jamie firestone,PERSON,business
tim osborne,PERSON,business
reuters news agency,ORG,business
yugansk yukos,PERSON,business
december,DATE,business
yugansk,GPE,business
yukos,PERSON,business
mikhail khodorkovsky,PERSON,business
yukos,ORG,business
yukos houston court,ORG,business
william butler,PERSON,business
russia,GPE,business
moscow,GPE,business
yukos,PERSON,business
yukos,PERSON,business
yugansk unit,ORG,business
houston,GPE,business
december,DATE,business
yugansk,GPE,business
yugansk,GPE,business
deutsche bank,ORG,business
deutsche bank,ORG,business
houston,ORG,business
bruce misamore deutsche bank,PERSON,business
yukos,ORG,business
letitia clark,PERSON,business
december,DATE,business
next tuesday,DATE,business
russia,GPE,business
destroy yukos,PERSON,business
mihkail khodorkovsky,PERSON,business
russia,GPE,business
russia,GPE,business
boeing,ORG,business
michael sears,PERSON,business
nine month,DATE,business
boeing,ORG,business
boeing,ORG,business
pentagon,ORG,business
last year,DATE,business
pentagon,ORG,business
earlier week,DATE,business
boeing,ORG,business
sears,ORG,business
november,DATE,business
sears,ORG,business
october,DATE,business
boeing,ORG,business
pentagon,ORG,business
january,DATE,business
multibillion dollar,MONEY,business
boeing,ORG,business
virginia,GPE,business
sears,ORG,business
boeings,ORG,business
sears,ORG,business
boeing,ORG,business
boeing,ORG,business
boeing,ORG,business
pentagon,ORG,business
recent years,DATE,business
boeing,ORG,business
martin,ORG,business
boeing,ORG,business
pentagon,ORG,business
boeing,ORG,business
johnson johnson,PERSON,business
johnson johnsons reliance slowing drug,ORG,business
johnson johnson,PERSON,business
yukos,PERSON,business
yukos due court,ORG,business
thursday,DATE,business
bill yukos,PERSON,business
yuganskneftegas unit,ORG,business
letitia clark,PERSON,business
deutsche bank,ORG,business
yuganskneftegas deutsche bank,ORG,business
vladimir putin,PERSON,business
jurisdiction yukos legal wranglings,PERSON,business
mike lake yukos,PERSON,business
first boston,ORG,business
mikhail khodorkovsky khodorkovsky,PERSON,business
last quarter julytoseptember quarter,DATE,business
october december,DATE,business
nearly quarter,DATE,business
third fourth quarters,DATE,business
annual,DATE,business
fourth quarter,DATE,business
london,GPE,business
january,DATE,business
first month year,DATE,business
thursday,DATE,business
annual,DATE,business
last week,DATE,business
annual,DATE,business
fourthquarter,DATE,business
annual,DATE,business
three months year ago third quarter,DATE,business
today,DATE,business
tuesday,DATE,business
many years,DATE,business
egypt,GPE,business
iraq reuters news agency,ORG,business
iraqs oil ministry,ORG,business
iraq,GPE,business
reuters,ORG,business
khurmala dome,ORG,business
khurmala field,ORG,business
iraqs oil ministry,PERSON,business
iraq,GPE,business
iraq,GPE,business
iran,GPE,business
end decade,DATE,business
china,GPE,business
london,GPE,business
chinas national airline,ORG,business
london,GPE,business
hong kong,GPE,business
london stock exchange,ORG,business
december,DATE,business
london,GPE,business
new york,GPE,business
hong kong,GPE,business
last month,DATE,business
china,GPE,business
london,GPE,business
china,GPE,business
london stock exchange,ORG,business
months two years,DATE,business
london,GPE,business
threeday,DATE,business
beijing,GPE,business
monday,DATE,business
airbus,ORG,business
airbus,ORG,business
boeing air chinas,ORG,business
china,GPE,business
china,GPE,business
merrill lynch,ORG,business
air chinas flotation,ORG,business
london,GPE,business
china,GPE,business
hong kong,GPE,business
air chinas primary,ORG,business
hong kong,GPE,business
london,GPE,business
last week,DATE,business
china,GPE,business
second month row,DATE,business
december,DATE,business
last three months,DATE,business
year december,DATE,business
last month,DATE,business
previous quarter,DATE,business
germany,GPE,business
spain,GPE,business
france,GPE,business
last quarter,DATE,business
last year,DATE,business
quarterly,DATE,business
american airlines,ORG,business
amr,PERSON,business
fourth quarter loss period year earlier,DATE,business
fourthquarter,DATE,business
fall year earlier,DATE,business
first quarter,DATE,business
wednesday,DATE,business
new york stock exchange,ORG,business
gerard arpey,PERSON,business
fourth quarter,DATE,business
full year,DATE,business
amr,ORG,business
boeing,ORG,business
ray neidl,PERSON,business
calyon securities,ORG,business
jakarta,GPE,business
jakarta,GPE,business
indonesia,GPE,business
jakarta stock exchange,ORG,business
jse risen,PERSON,business
december,DATE,business
monday,DATE,business
indonesia,GPE,business
friday,DATE,business
aceh province,GPE,business
monday,DATE,business
aburizal bakrie,PERSON,business
paris club,ORG,business
herve,PERSON,business
sunday,DATE,business
paris,GPE,business
january,DATE,business
sec,ORG,business
bank america,ORG,business
sec,ORG,business
fleetboston,PERSON,business
last year,DATE,business
excolumbia,ORG,business
sec sec,PERSON,business
last two years,DATE,business
sec,ORG,business
fleetboston,PERSON,business
sec,ORG,business
banc america capital management bacap distributors banc america,ORG,business
sec,ORG,business
bank fleetboston,ORG,business
last march,DATE,business
sec,ORG,business
boston federal court,ORG,business
james tambone,PERSON,business
robert hussey sec,PERSON,business
boston,GPE,business
bbc,ORG,business
peter martin erik gustafson joseph palombo,PERSON,business
three months,DATE,business
december,DATE,business
year earlier,DATE,business
rod eddington,PERSON,business
third quarter,DATE,business
last year,DATE,business
october,DATE,business
mike powell,PERSON,business
dresdner kleinwort wasserstein,PERSON,business
bas estimated,PERSON,business
annual,DATE,business
full year results march,DATE,business
martin broughton,PERSON,business
friday,DATE,business
january,DATE,business
nick van den brul,PERSON,business
paribas,ORG,business
bas latest,PERSON,business
quarterly,DATE,business
september,DATE,business
united states,GPE,business
eddington,ORG,business
airbus,ORG,business
next month,DATE,business
four pence pence,MONEY,business
mci,ORG,business
mci,ORG,business
mci,ORG,business
monday,DATE,business
richard notebaert,PERSON,business
mcis board,ORG,business
thursday,DATE,business
mci,ORG,business
mci,ORG,business
mci,ORG,business
new york,GPE,business
wednesday,DATE,business
mci,ORG,business
mci,ORG,business
qwest,ORG,business
mci,ORG,business
mci,ORG,business
october,DATE,business
earlier month,DATE,business
mci,ORG,business
last april,DATE,business
mci,ORG,business
securities exchange commission,ORG,business
october,DATE,business
jarvis sells,PERSON,business
spain,GPE,business
london,GPE,business
amey jarvis,PERSON,business
alan lovell,PERSON,business
friday,DATE,business
two decades,DATE,business
united nations economic commission,ORG,business
interamerican development bank iadb,ORG,business
argentina,GPE,business
brazil,GPE,business
chile,GPE,business
colombia,GPE,business
second time years,DATE,business
china,GPE,business
mexico venezuela,GPE,business
nearly year,DATE,business
two years last september,DATE,business
middle month,DATE,business
cactus diet,ORG,business
year,DATE,business
thousands years,DATE,business
kalahari desert,PERSON,business
south africa,GPE,business
richard dixey,PERSON,business
thursday,DATE,business
january,DATE,business
month,DATE,business
thursday,DATE,business
five year,DATE,business
august,DATE,business
reuters,ORG,business
next years,DATE,business
jeeves tips,PERSON,business
firm week,DATE,business
fourth quarter,DATE,business
google,ORG,business
earlier week,DATE,business
yahoo,ORG,business
thursday,DATE,business
jeeves doubleclick,PERSON,business
raymond watson,PERSON,business
year,DATE,business
sec,ORG,business
john bryson,PERSON,business
louise bryson,PERSON,business
roy disney,PERSON,business
annually,DATE,business
thomas murphy,PERSON,business
sec,ORG,business
linda thomsen,PERSON,business
five months,DATE,business
federal reserve raised key federal funds rate,ORG,business
october,DATE,business
september,DATE,business
bush,PERSON,business
last weeks,DATE,business
december,DATE,business
summer quarter,DATE,business
june august,DATE,business
december,DATE,business
fed,ORG,business
last month,DATE,business
september,DATE,business
third quarter,DATE,business
second quarter,DATE,business
december,DATE,business
fourth quarters,DATE,business
fed,ORG,business
sung sohn,PERSON,business
wells fargo bank,ORG,business
boe,ORG,business
past three months,DATE,business
wednesday,DATE,business
two years,DATE,business
boe,ORG,business
mervyn king,PERSON,business
last month,DATE,business
yukos,ORG,business
yukos lied court,ORG,business
yugansk,PERSON,business
bill yukos,PERSON,business
yugansk deutsche bank,ORG,business
yukos lawsuit,ORG,business
first day,DATE,business
houston,GPE,business
hugh ray,PERSON,business
texas bank,ORG,business
weeks,DATE,business
december,DATE,business
yukos,ORG,business
bruce misamore,PERSON,business
early december,DATE,business
yukos usa,ORG,business
december,DATE,business
accounts day,DATE,business
day later,DATE,business
deutsche bank,ORG,business
yukos,ORG,business
yukos,PERSON,business
russia,GPE,business
yukos,ORG,business
yukos,PERSON,business
moscow,GPE,business
mikhail khodorkovsky khodorkovsky,PERSON,business
germany,GPE,politics
germany,GPE,politics
last month,DATE,politics
monday,DATE,politics
wednesday,DATE,business
south korea,GPE,business
japan,GPE,business
oneday fall,DATE,business
four months,DATE,business
tuesday,DATE,business
japan,GPE,business
south korea,GPE,business
gmt stronger day,DATE,business
tuesday,DATE,business
wednesday,DATE,business
south korea,GPE,business
bank korea,ORG,business
japan,GPE,business
reuters,ORG,business
japan foreign exchange,ORG,business
year,DATE,business
three months,DATE,business
israel,GPE,business
israel,GPE,business
israel,GPE,business
ariel sharon,PERSON,business
tel aviv,GPE,business
david klein,PERSON,business
january,DATE,business
sharon,PERSON,business
binyamin netanyahu,PERSON,business
israel,GPE,business
six months,DATE,business
massachussetts institute technology spent,ORG,business
month,DATE,business
israel,GPE,business
george shultz,PERSON,business
israel,GPE,business
italy,GPE,business
silvio berlusconi unveil,PERSON,business
thursday,DATE,business
rome,GPE,business
italy,GPE,business
italy,GPE,business
year,DATE,business
recent years,DATE,business
rome,GPE,politics
friday,DATE,politics
france,GPE,politics
china india business,ORG,politics
european union,ORG,politics
france,GPE,politics
hour week,DATE,politics
frederic sawicki,PERSON,politics
today,DATE,politics
rotterdam holland,PERSON,politics
china,GPE,politics
china,GPE,politics
germany,GPE,politics
britain,GPE,politics
germany,GPE,politics
recent years,DATE,politics
germany,GPE,politics
germany,GPE,politics
siemens,ORG,politics
hungary,GPE,politics
herbert stueker,PERSON,politics
germany,GPE,politics
hungary,GPE,politics
china,GPE,politics
helmut schneider,ORG,politics
germany,GPE,politics
four years,DATE,politics
bush,PERSON,business
bush,PERSON,business
year trillion trillion,MONEY,business
congress,ORG,business
iraq,GPE,business
afghanistan,GPE,business
congress,ORG,business
later year,DATE,business
congress,ORG,business
several months,DATE,business
jonathan beale,PERSON,business
bush,PERSON,business
year,DATE,business
past year,DATE,business
bush,PERSON,business
october,DATE,business
bush,PERSON,business
congress,ORG,business
bush,PERSON,business
halve uss,PERSON,business
five years,DATE,business
bmw,ORG,business
four years,DATE,business
bmw,ORG,business
oxford factory,ORG,business
last year,DATE,business
bmw,ORG,business
summer,DATE,business
last year,DATE,business
bmw group,ORG,business
norbert,PERSON,business
bmw management board,ORG,business
bmw,ORG,business
brad wernle,PERSON,business
days,DATE,business
last spring,DATE,business
bmw series cowley factory,ORG,business
five years ago,DATE,business
phoenix consortium bmw,ORG,business
last year,DATE,business
last year,DATE,business
shanghai,GPE,business
bmw,ORG,business
ford,ORG,business
fourth quarter,DATE,business
three months,DATE,business
last year,DATE,business
third quarter,DATE,business
thursday,DATE,business
fourth quarter,DATE,business
carlhenric svanberg,PERSON,business
first three months,DATE,business
billion kronor kronor,MONEY,business
smith federal reserve,ORG,business
alan greenspan,PERSON,business
adam smith,PERSON,business
adam smith,PERSON,business
gordon brown,PERSON,business
john,PERSON,business
kirk church brown,ORG,business
greenspan,PERSON,business
london,GPE,business
greenspan,PERSON,business
royal society edinburgh later,ORG,business
joyce johnston,ORG,business
